"1:nrow(y_train)","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity"
8918,-119.87,36.81,6,1891,341,969,330,4.6726,"INLAND"
8919,-117.99,33.66,14,3155,653,951,575,3.0625,"<1H OCEAN"
8920,-118.17,33.89,52,63,12,47,8,7.2423,"<1H OCEAN"
8921,-118.02,33.79,23,6368,1030,3281,1001,6.1142,"<1H OCEAN"
8922,-121.98,37.23,33,3585,935,1511,835,3.1176,"<1H OCEAN"
8923,-122.13,37.72,25,1134,153,340,171,6.5095,"NEAR BAY"
8924,-118.49,34.19,23,2087,571,1809,553,3.1667,"<1H OCEAN"
8925,-118.43,34.04,52,1782,308,735,307,5.2954,"<1H OCEAN"
8926,-122.53,37.88,36,2688,485,1064,449,4.4583,"NEAR BAY"
8927,-119.57,36.1,36,1729,317,737,278,3.5313,"INLAND"
8928,-121.74,37.35,34,440,90,217,93,5.2327,"<1H OCEAN"
8929,-117.86,33.88,20,3977,540,1886,541,6.5843,"<1H OCEAN"
8930,-121.32,37.98,20,1591,589,1916,536,1.3531,"INLAND"
8931,-122.28,37.53,34,1980,385,970,391,5.1207,"NEAR OCEAN"
8932,-121.04,37.68,28,1909,398,1140,380,2.3783,"INLAND"
8933,-116.98,32.86,19,2121,341,1236,353,4.7717,"<1H OCEAN"
8934,-121.4,38.61,33,3512,825,1515,782,1.9908,"INLAND"
8935,-122.44,37.78,52,1118,279,514,284,2.4196,"NEAR BAY"
8936,-122.22,37.47,28,5956,1612,3571,1549,3.1864,"NEAR OCEAN"
8937,-121.45,38.56,51,1250,235,452,232,2.625,"INLAND"
8938,-117.42,34.11,25,4261,893,2319,702,3.3958,"INLAND"
8939,-117.68,33.54,5,2840,403,1363,403,7.618,"<1H OCEAN"
8940,-118.1,34.17,46,1774,315,753,330,4.7241,"INLAND"
8941,-121.96,38.35,20,1415,266,667,250,4.0938,"INLAND"
8942,-118.29,33.82,21,4383,901,2689,913,3.4375,"<1H OCEAN"
8943,-121.83,37.29,10,1828,453,1356,409,4.5943,"<1H OCEAN"
8944,-117.91,33.82,32,1408,307,1331,284,3.7014,"<1H OCEAN"
8945,-118.19,34.04,43,1682,422,1706,409,2.1029,"<1H OCEAN"
8946,-121.87,37.66,27,1569,242,583,214,5.7519,"INLAND"
8947,-120.64,35.47,8,416,121,936,97,2.1154,"<1H OCEAN"
8948,-118.14,33.86,44,1436,257,745,233,4.625,"<1H OCEAN"
8949,-118.25,34.17,52,1532,292,631,275,5.1242,"<1H OCEAN"
8950,-123.23,39.33,20,804,121,448,140,3.9632,"<1H OCEAN"
8951,-118.43,34.29,38,1237,298,1073,293,3.6726,"<1H OCEAN"
8952,-121.93,37.93,16,2169,262,877,245,6.6049,"INLAND"
8953,-119.34,36.21,22,3065,726,2165,738,1.4792,"INLAND"
8954,-117.1,32.67,15,1635,553,1347,597,1.2745,"NEAR OCEAN"
8955,-118.25,33.89,35,1582,391,1957,404,2.4537,"<1H OCEAN"
8956,-115.57,32.8,17,1492,426,1595,428,1.7188,"INLAND"
8957,-120.62,36.99,32,2455,508,1344,492,1.9732,"INLAND"
8958,-118.28,34.24,32,2542,526,1278,493,4.45,"<1H OCEAN"
8959,-121.47,37.58,14,1594,292,887,287,4.6625,"INLAND"
8960,-122.08,37.36,31,2717,376,1001,381,9.281,"NEAR BAY"
8961,-119.69,36.8,31,2576,458,1306,418,3.2813,"INLAND"
8962,-118.1,34.57,7,20377,4335,11973,3933,3.3086,"INLAND"
8963,-119.02,35.42,42,2271,458,1124,447,2.7583,"INLAND"
8964,-118.13,34.2,46,2676,427,1022,395,6.4288,"INLAND"
8965,-121.97,38.04,38,2505,554,1595,498,2.5833,"INLAND"
8966,-117.9,33.65,24,4496,877,1928,855,4.6808,"<1H OCEAN"
8967,-117.93,34.04,30,1336,239,905,253,4.8854,"<1H OCEAN"
8968,-121.58,39.16,33,1897,378,888,385,2.1111,"INLAND"
8969,-117.67,34.04,16,3260,501,1973,535,4.6563,"INLAND"
8970,-118.54,34.22,34,2193,513,1299,497,3.6187,"<1H OCEAN"
8971,-122.18,37.76,43,2018,408,1111,367,1.8913,"NEAR BAY"
8972,-117.38,34.07,6,1156,191,910,234,4.9091,"INLAND"
8973,-118.2,34.14,51,1941,378,1012,371,3.9375,"<1H OCEAN"
8974,-122.41,40.58,35,2072,385,1029,375,2.8512,"INLAND"
8975,-117.03,32.71,34,2328,444,1684,429,3.25,"NEAR OCEAN"
8976,-118.08,34.09,33,2557,578,1715,530,2.9196,"<1H OCEAN"
8977,-117.06,32.61,23,1630,362,1267,418,2.5625,"NEAR OCEAN"
8978,-121.93,36.99,19,6356,1100,2954,1070,4.7325,"NEAR OCEAN"
8979,-119.73,34.44,48,2114,390,973,367,4.8021,"NEAR OCEAN"
8980,-117.01,34.01,15,5592,891,2419,840,4.7193,"INLAND"
8981,-116.99,32.73,30,1856,339,1103,379,4.0357,"<1H OCEAN"
8982,-121.98,37.54,17,5133,1375,3386,1339,3.1326,"<1H OCEAN"
8983,-121.25,38.67,14,6155,1034,2407,941,4.2262,"INLAND"
8984,-121.03,40.35,52,5486,1044,1977,754,2.1833,"INLAND"
8985,-122.12,38.01,50,1738,355,837,363,3.609,"NEAR BAY"
8986,-116.87,32.72,13,3268,491,1431,503,5.7652,"<1H OCEAN"
8987,-118.22,33.98,36,1514,453,1496,448,2.1044,"<1H OCEAN"
8988,-122.15,37.69,36,1545,273,863,267,4.0109,"NEAR BAY"
8989,-117.93,34.06,35,1022,183,628,187,3.9375,"<1H OCEAN"
8990,-118.21,33.89,42,1254,225,929,235,4.3646,"<1H OCEAN"
8991,-117.05,34.04,23,3967,766,1518,698,2.29,"INLAND"
8992,-121.9,38.03,51,2982,689,1831,608,2.0034,"INLAND"
8993,-121.36,38.57,26,1793,244,653,235,5.6485,"INLAND"
8994,-122.34,41.06,33,2149,498,631,273,1.8816,"INLAND"
8995,-122,37.95,9,2214,256,848,239,6.8145,"INLAND"
8996,-118.78,34.05,28,1343,215,487,199,6.83,"NEAR OCEAN"
8997,-122.26,37.89,52,3078,494,1005,462,6.381,"NEAR BAY"
8998,-119.85,36.8,14,4177,914,2300,867,2.9565,"INLAND"
8999,-117.31,33.67,9,981,169,596,156,3.1832,"<1H OCEAN"
9000,-117.87,33.99,21,2837,515,2031,555,4.9271,"<1H OCEAN"
9001,-117.42,34.02,9,5455,882,3015,858,4.2321,"INLAND"
9002,-117.88,33.69,20,5330,976,2734,1000,5.2138,"<1H OCEAN"
9003,-117.76,33.81,2,582,70,199,64,7.1193,"<1H OCEAN"
9004,-121.02,37.71,25,207,41,87,43,3.6023,"INLAND"
9005,-118.09,33.92,36,2381,419,1669,444,4.6976,"<1H OCEAN"
9006,-120.6,37.34,34,1830,431,1304,415,2.1182,"INLAND"
9007,-122.12,37.42,35,2445,533,1187,519,5.2803,"NEAR BAY"
9008,-122.29,37.86,52,1665,404,815,372,1.9946,"NEAR BAY"
9009,-117.11,32.64,23,1619,447,1025,415,1.858,"NEAR OCEAN"
9010,-122.7,38.31,14,3155,580,1208,501,4.1964,"<1H OCEAN"
9011,-118.09,34.11,36,2966,527,1231,482,4.6442,"<1H OCEAN"
9012,-118.01,33.93,34,2424,468,1293,444,3.275,"<1H OCEAN"
9013,-118.14,33.96,38,590,139,620,132,2.1731,"<1H OCEAN"
9014,-118.17,34.69,12,4881,803,2188,724,4.1667,"INLAND"
9015,-118.21,33.82,33,1278,311,1157,320,3.5054,"NEAR OCEAN"
9016,-122.09,37.98,14,5381,871,2296,872,5.6875,"NEAR BAY"
9017,-118.04,34.09,34,2597,461,1542,470,4.6211,"INLAND"
9018,-122.45,37.77,52,2296,509,1039,472,4.1417,"NEAR BAY"
9019,-122,37.99,28,4035,641,1881,659,5.4607,"INLAND"
9020,-118.23,34.22,36,2288,439,1079,434,4.5486,"<1H OCEAN"
9021,-117.9,33.67,26,2507,393,1333,392,6.1601,"<1H OCEAN"
9022,-118.47,34.02,38,2163,651,1759,584,2.3382,"<1H OCEAN"
9023,-117.8,33.69,16,2745,447,1429,411,6.8219,"<1H OCEAN"
9024,-121.9,37.45,16,2952,446,1525,460,5.6063,"<1H OCEAN"
9025,-121.43,38.55,44,3514,714,1509,656,2.7333,"INLAND"
9026,-121.29,37.72,22,1630,404,4402,358,1.9792,"INLAND"
9027,-118.01,33.97,36,1451,224,608,246,6.0648,"<1H OCEAN"
9028,-117.03,33.12,25,3142,446,1286,419,5.4663,"<1H OCEAN"
9029,-121.47,38.55,29,1303,308,861,263,1.0208,"INLAND"
9030,-118.26,34.16,20,3407,885,1883,870,3.7321,"<1H OCEAN"
9031,-118.41,33.99,39,3014,822,3212,777,1.1985,"<1H OCEAN"
9032,-121.33,37.98,9,2370,424,1129,386,5.143,"INLAND"
9033,-118.14,34.05,39,1880,367,954,349,3.875,"<1H OCEAN"
9034,-118.17,34.01,36,1657,425,1689,418,2.7799,"<1H OCEAN"
9035,-118.44,34.28,37,944,244,1107,235,1.9688,"<1H OCEAN"
9036,-118.02,33.91,35,1337,234,692,235,5.1155,"<1H OCEAN"
9037,-118.11,33.87,15,3254,598,1772,618,5.0417,"<1H OCEAN"
9038,-121.58,39.15,34,1376,376,702,317,1.4946,"INLAND"
9039,-119.62,36.58,13,1788,405,1652,411,2.6858,"INLAND"
9040,-117.66,34.13,17,3229,405,1289,407,6.3842,"INLAND"
9041,-119.17,34.17,21,2361,464,1146,396,3.6597,"NEAR OCEAN"
9042,-121.03,37.68,27,1956,327,1004,307,3.7857,"INLAND"
9043,-120.41,34.86,15,978,187,407,182,4.375,"<1H OCEAN"
9044,-121.97,37.97,26,1977,264,817,273,5.7512,"INLAND"
9045,-118.19,34.08,38,1241,298,1055,263,2.3409,"<1H OCEAN"
9046,-118.3,34.02,49,2120,483,1522,416,1.85,"<1H OCEAN"
9047,-118.46,34.3,32,2424,476,2291,419,4.0337,"<1H OCEAN"
9048,-121.66,36.67,40,2497,520,1275,508,3.1071,"<1H OCEAN"
9049,-117.32,34.16,9,711,139,316,152,4.0156,"INLAND"
9050,-118.34,33.87,28,2948,566,1445,524,5.3743,"<1H OCEAN"
9051,-119.63,36.76,22,4126,614,1795,613,4.925,"INLAND"
9052,-122.18,37.71,45,726,147,519,135,3.375,"NEAR BAY"
9053,-120.76,38.76,21,3509,606,1576,564,2.6392,"INLAND"
9054,-118.2,34.02,48,2230,593,2419,598,2.3944,"<1H OCEAN"
9055,-118.48,34.03,39,1530,401,1074,375,3.5076,"<1H OCEAN"
9056,-117.99,33.72,26,1787,275,801,270,5.5514,"<1H OCEAN"
9057,-121.29,38,12,4038,1074,3440,942,1.9698,"INLAND"
9058,-117.56,34.12,4,6956,1271,3455,1228,4.7193,"INLAND"
9059,-118.42,34.16,28,4664,1040,1963,961,3.9028,"<1H OCEAN"
9060,-117.34,34.14,37,1834,393,1198,348,2.225,"INLAND"
9061,-118.24,34.12,41,1213,301,801,300,3.1806,"<1H OCEAN"
9062,-118.28,34.03,40,2118,796,2195,658,1.7976,"<1H OCEAN"
9063,-117.2,33.71,24,4210,920,1283,829,2.0881,"<1H OCEAN"
9064,-121.57,39.16,21,1872,302,870,301,3.725,"INLAND"
9065,-118.26,34,27,1611,479,1457,458,0.8941,"<1H OCEAN"
9066,-118.44,34.22,41,1030,214,664,223,3.8083,"<1H OCEAN"
9067,-123.85,41.32,31,938,238,425,157,1.0486,"<1H OCEAN"
9068,-118.01,34.11,32,1978,536,826,470,2.5114,"INLAND"
9069,-118.2,33.81,45,944,178,533,193,3.4808,"NEAR OCEAN"
9070,-121.91,37.71,25,4377,668,2038,671,5.7233,"<1H OCEAN"
9071,-118.15,33.76,36,2916,785,1183,749,3.5985,"NEAR OCEAN"
9072,-118.46,34.01,48,1640,322,664,301,4,"<1H OCEAN"
9073,-120.87,39.15,17,1819,389,736,283,2.8603,"INLAND"
9074,-119.2,34.18,27,1035,229,782,222,4.2212,"NEAR OCEAN"
9075,-121.35,38.55,18,4481,780,2211,775,3.9934,"INLAND"
9076,-117.25,33.21,9,1944,488,1992,453,2.066,"<1H OCEAN"
9077,-119.64,36.85,15,2397,353,1258,347,4.9904,"INLAND"
9078,-118.25,33.98,37,1503,392,1886,401,2.5637,"<1H OCEAN"
9079,-118,33.9,35,1942,332,1127,325,4.5144,"<1H OCEAN"
9080,-122.74,38.47,16,1426,287,525,260,3.0714,"<1H OCEAN"
9081,-119.48,37,16,2904,551,1467,509,3.1736,"INLAND"
9082,-121.47,38.61,31,1072,NA,781,281,1.6563,"INLAND"
9083,-121.83,37.26,7,3609,751,1739,682,4.5033,"<1H OCEAN"
9084,-116.96,32.8,25,3421,803,1681,742,3.369,"<1H OCEAN"
9085,-122.29,37.88,52,2159,424,824,388,3.8897,"NEAR BAY"
9086,-118.33,34.18,48,2122,385,926,362,5.6975,"<1H OCEAN"
9087,-120.86,37.5,34,4272,996,2916,962,1.9829,"INLAND"
9088,-117.92,33.98,10,16414,2919,8907,2714,6.1552,"<1H OCEAN"
9089,-117.02,32.72,36,2030,369,1142,357,3.7763,"NEAR OCEAN"
9090,-117.03,33.32,14,1088,209,601,193,3.8438,"<1H OCEAN"
9091,-121.29,38.14,34,1500,337,674,282,2.515,"INLAND"
9092,-117.19,34.03,36,2223,361,942,331,4.6806,"INLAND"
9093,-118.15,34.2,46,1505,261,857,269,4.5,"INLAND"
9094,-116.51,34.85,15,3149,713,1281,486,2,"INLAND"
9095,-121.99,37.36,33,2545,467,1287,458,5.5,"<1H OCEAN"
9096,-118.45,34.18,33,2077,486,1021,450,3.6019,"<1H OCEAN"
9097,-122.17,37.73,46,2163,470,925,435,3.25,"NEAR BAY"
9098,-117.89,33.76,34,1050,210,723,201,4.8,"<1H OCEAN"
9099,-121.5,38.62,8,16679,3457,7919,3329,3.7188,"INLAND"
9100,-118.29,33.98,46,1118,300,786,254,1.4042,"<1H OCEAN"
9101,-117.88,33.76,37,2988,677,2354,666,3.4345,"<1H OCEAN"
9102,-121.18,38.83,15,4488,859,2114,805,2.9484,"INLAND"
9103,-121.31,37.99,23,3135,707,1650,680,1.886,"INLAND"
9104,-121.95,38.34,9,4999,874,2687,817,4.2324,"INLAND"
9105,-121.41,38.53,37,1058,224,588,231,2.9737,"INLAND"
9106,-118.13,34.18,52,3094,519,1309,488,6.4223,"INLAND"
9107,-121.93,37.31,26,2182,704,1638,704,2.8981,"<1H OCEAN"
9108,-121.42,38.61,34,1126,256,589,243,2.1776,"INLAND"
9109,-120.46,34.64,11,562,164,504,147,2.0161,"NEAR OCEAN"
9110,-120.43,34.89,30,1979,342,999,320,5.0286,"<1H OCEAN"
9111,-121.01,37.64,52,201,35,74,22,1.3036,"INLAND"
9112,-116.89,33.79,12,701,130,434,110,2.0577,"INLAND"
9113,-116.99,33.2,17,2980,539,1531,505,3.1553,"<1H OCEAN"
9114,-119.05,35.33,18,12707,2685,7009,2552,2.9438,"INLAND"
9115,-117,32.7,23,2785,468,1456,449,4.3714,"NEAR OCEAN"
9116,-122.24,37.82,52,1509,225,674,244,4.9306,"NEAR BAY"
9117,-117.47,33.93,33,919,208,724,235,3.4028,"INLAND"
9118,-117.06,32.69,9,1520,269,1250,265,4.8875,"NEAR OCEAN"
9119,-121.3,38.04,8,2668,447,1713,444,4.0156,"INLAND"
9120,-122.1,37.97,18,4326,655,1753,646,5.6931,"NEAR BAY"
9121,-119.47,35.4,32,2167,421,1301,394,1.9718,"INLAND"
9122,-122.48,37.79,52,4683,1055,2246,975,4.1148,"NEAR BAY"
9123,-119.01,36.06,25,1505,NA,1392,359,1.6812,"INLAND"
9124,-117.19,34.05,52,1949,432,767,392,2.5143,"INLAND"
9125,-118.52,34.2,19,4315,1304,2490,1222,2.6437,"<1H OCEAN"
9126,-122.19,37.78,49,1183,205,496,209,5.2328,"NEAR BAY"
9127,-118.16,34.07,41,247,55,925,50,3.5769,"<1H OCEAN"
9128,-118.4,33.92,32,2828,629,1313,534,4.5987,"<1H OCEAN"
9129,-122.25,37.79,50,629,188,742,196,2.6458,"NEAR BAY"
9130,-118.83,34.33,6,6679,1164,3196,1157,5.4493,"<1H OCEAN"
9131,-115.38,32.82,38,1892,394,1175,374,1.9939,"INLAND"
9132,-117.35,33.95,28,1650,210,557,211,7.6632,"INLAND"
9133,-117.68,34.03,16,2859,668,1946,591,3.0396,"INLAND"
9134,-122.26,38.31,33,4518,704,1776,669,5.2444,"NEAR BAY"
9135,-117.93,33.74,5,639,197,666,197,3.3017,"<1H OCEAN"
9136,-117.05,32.69,14,1689,555,1319,527,3.16,"NEAR OCEAN"
9137,-118.75,34.27,26,966,191,690,191,5.1698,"<1H OCEAN"
9138,-122.07,37.64,22,5861,1516,5436,1463,2.5158,"NEAR BAY"
9139,-118.28,34.25,29,2559,NA,1886,769,2.6036,"<1H OCEAN"
9140,-118.18,33.98,36,903,266,1068,251,3.0398,"<1H OCEAN"
9141,-119.1,36.21,38,727,173,559,176,2.4653,"INLAND"
9142,-117.88,34.1,32,3357,621,1696,604,4.2685,"<1H OCEAN"
9143,-117.24,33.34,17,2866,442,1354,431,4.5764,"<1H OCEAN"
9144,-118.09,34.05,22,1764,357,1379,363,3.5357,"<1H OCEAN"
9145,-117.14,32.73,26,450,132,317,109,4,"NEAR OCEAN"
9146,-117.99,34.14,30,2346,NA,1988,474,2.5625,"INLAND"
9147,-116.9,34.25,16,3018,523,556,244,3.5288,"INLAND"
9148,-121.84,37.37,15,3315,1042,2749,1059,2.3199,"<1H OCEAN"
9149,-117.19,32.75,52,1495,230,459,190,8.1548,"NEAR OCEAN"
9150,-123.4,39.46,10,4086,831,2111,758,3.2156,"<1H OCEAN"
9151,-121.44,38.5,20,2033,586,1281,521,1.4007,"INLAND"
9152,-117.11,32.76,21,2226,600,1085,533,2.2604,"NEAR OCEAN"
9153,-117.87,33.77,52,2512,356,978,365,8.0784,"<1H OCEAN"
9154,-118.29,34.1,39,631,298,744,274,2.7054,"<1H OCEAN"
9155,-116.94,32.81,8,2517,632,1686,613,2.136,"<1H OCEAN"
9156,-120.68,35.25,16,4208,897,1634,806,2.2868,"NEAR OCEAN"
9157,-118.28,34.05,44,1273,474,1754,460,1.6037,"<1H OCEAN"
9158,-117.06,32.76,24,1629,587,1012,488,1.7452,"NEAR OCEAN"
9159,-122.62,37.97,52,370,62,150,56,7.7006,"NEAR OCEAN"
9160,-123.84,40.28,28,2809,605,1093,438,2.0962,"<1H OCEAN"
9161,-118.43,34.05,24,3832,949,1613,893,3.9673,"<1H OCEAN"
9162,-117.11,32.79,16,2574,771,1129,721,3.3849,"NEAR OCEAN"
9163,-118.21,33.9,41,941,233,973,253,1.9583,"<1H OCEAN"
9164,-121.88,36.59,30,1822,505,932,496,2.6894,"<1H OCEAN"
9165,-118.15,34.19,38,1750,411,1398,409,2.3967,"<1H OCEAN"
9166,-118.09,33.87,31,3498,728,2098,697,3.9837,"<1H OCEAN"
9167,-121.84,37.33,26,1934,408,2059,416,3.6765,"<1H OCEAN"
9168,-116.99,33.01,11,1412,185,529,166,7.7517,"<1H OCEAN"
9169,-118.08,34.14,45,2923,604,1903,560,3.1729,"INLAND"
9170,-121.2,38.73,11,4897,636,1931,616,7.7499,"INLAND"
9171,-121.82,38.01,47,1265,254,587,247,2.6364,"INLAND"
9172,-121.82,38,29,2070,452,985,420,2.8466,"INLAND"
9173,-122.47,37.65,27,8103,1655,5023,1605,4.6452,"NEAR OCEAN"
9174,-122.08,37.39,46,1115,248,543,248,3.2083,"NEAR BAY"
9175,-118.27,33.79,26,2109,651,2120,605,2.1447,"<1H OCEAN"
9176,-118.03,33.86,19,1795,328,1014,322,4.535,"<1H OCEAN"
9177,-118.29,34.25,8,5568,1514,3565,1374,3.0795,"<1H OCEAN"
9178,-121.28,38.68,14,11442,2690,6068,2435,2.6016,"INLAND"
9179,-121.44,38.69,24,3124,556,1512,555,3.1942,"INLAND"
9180,-122.07,37.63,35,1931,376,1175,337,3.7292,"NEAR BAY"
9181,-120.7,35.31,24,3504,521,1490,506,4.6719,"NEAR OCEAN"
9182,-122.23,37.46,33,2643,464,1015,427,4.2232,"NEAR OCEAN"
9183,-118.55,34.19,31,1856,370,990,360,4.3654,"<1H OCEAN"
9184,-118,34.16,52,1354,227,531,206,4.8059,"INLAND"
9185,-123.7,39.32,18,1652,352,711,292,3.1071,"<1H OCEAN"
9186,-118.27,33.8,28,4698,902,3287,881,4.8508,"<1H OCEAN"
9187,-118.1,34.01,42,1436,298,1005,298,3.4297,"<1H OCEAN"
9188,-122.53,37.95,22,7446,1979,2980,1888,3.5838,"NEAR BAY"
9189,-118.13,33.82,44,1619,280,815,284,5.5449,"<1H OCEAN"
9190,-118.21,34.04,47,1325,393,1557,352,2.8,"<1H OCEAN"
9191,-118.08,34.02,14,3789,810,2551,793,2.9321,"<1H OCEAN"
9192,-122.08,37.68,26,2607,682,1401,607,2.6563,"NEAR BAY"
9193,-118.43,34.15,26,2900,667,1090,590,3.7125,"<1H OCEAN"
9194,-122.48,38.3,17,2703,550,1241,515,2.652,"<1H OCEAN"
9195,-117.58,33.65,4,1606,498,815,426,3.375,"<1H OCEAN"
9196,-121.92,37.47,26,2016,322,1105,357,6.0878,"<1H OCEAN"
9197,-122.42,37.74,52,1786,427,856,394,3.0833,"NEAR BAY"
9198,-116.95,32.73,17,1635,272,960,279,5.2671,"<1H OCEAN"
9199,-121.91,37.27,30,4412,862,2168,772,5.0062,"<1H OCEAN"
9200,-118.33,33.88,36,1271,346,811,345,3.2417,"<1H OCEAN"
9201,-122.42,37.76,52,1494,610,1630,590,1.65,"NEAR BAY"
9202,-119.75,34.44,28,1080,298,524,251,1.8432,"NEAR OCEAN"
9203,-118.27,34.92,20,873,175,422,159,2.9583,"INLAND"
9204,-122.46,37.74,51,1905,291,707,284,6.2561,"NEAR BAY"
9205,-122.49,37.67,35,5275,903,2892,842,4.6771,"NEAR OCEAN"
9206,-121.99,37.25,22,4240,532,1480,514,11.2463,"<1H OCEAN"
9207,-117.81,33.77,31,4624,624,1852,635,7.2392,"<1H OCEAN"
9208,-122.01,37.98,34,1256,267,638,252,4.0507,"NEAR BAY"
9209,-117.93,33.76,24,3202,703,3308,714,4.1577,"<1H OCEAN"
9210,-118.15,33.93,42,1839,346,1034,339,4.9808,"<1H OCEAN"
9211,-118.38,33.84,26,2869,567,1157,538,6.0382,"<1H OCEAN"
9212,-118.31,33.97,52,1595,325,823,302,3.2188,"<1H OCEAN"
9213,-121.83,37.26,15,3243,551,1752,551,5.5849,"<1H OCEAN"
9214,-117.44,33.88,5,2589,351,1109,360,6.8089,"INLAND"
9215,-118.1,34.18,39,2321,336,880,339,7.7108,"INLAND"
9216,-117.26,32.85,42,1761,329,480,255,5.3787,"NEAR OCEAN"
9217,-117.96,33.93,31,1471,321,841,330,3.46,"<1H OCEAN"
9218,-118.09,33.74,44,1671,390,871,367,4.6369,"NEAR OCEAN"
9219,-120.99,37.67,16,568,124,307,116,2.1518,"INLAND"
9220,-122.23,37.76,52,3011,542,1303,535,5.1039,"NEAR BAY"
9221,-122.42,40.63,23,2248,489,1132,444,1.6429,"INLAND"
9222,-122.3,37.56,35,1873,351,945,333,5.5184,"NEAR OCEAN"
9223,-119.23,34.19,16,5297,810,1489,667,6.4522,"NEAR OCEAN"
9224,-121.8,36.94,29,2377,476,1669,499,2.8214,"<1H OCEAN"
9225,-122.31,37.92,43,2116,407,900,361,4.1587,"NEAR BAY"
9226,-117.66,33.6,25,3745,522,1648,496,7.5488,"<1H OCEAN"
9227,-117.14,34.07,3,5542,828,2506,806,5.5875,"INLAND"
9228,-120.38,36.15,17,2279,448,1200,420,2.7461,"INLAND"
9229,-121.2,38.68,9,2200,422,938,369,3.4896,"INLAND"
9230,-122.65,38.92,30,70,38,20,13,4.125,"INLAND"
9231,-117.93,33.66,18,2043,250,702,246,9.6062,"<1H OCEAN"
9232,-122.16,37.75,38,2457,624,1516,482,1.5625,"NEAR BAY"
9233,-122.48,37.75,52,2074,401,1136,409,4.7703,"NEAR BAY"
9234,-121.83,37.28,19,2644,833,2317,780,3.1042,"<1H OCEAN"
9235,-121.3,38.65,26,3192,447,1132,418,4.5278,"INLAND"
9236,-117.23,33.1,4,1862,291,685,248,7.745,"NEAR OCEAN"
9237,-117.99,34.05,35,1792,317,1441,306,3.7917,"<1H OCEAN"
9238,-117.61,34.02,8,63,9,25,7,7.7197,"INLAND"
9239,-122.42,37.78,52,1254,469,895,456,2.1516,"NEAR BAY"
9240,-121.92,36.95,29,3457,699,1327,563,3.6597,"NEAR OCEAN"
9241,-117.06,32.76,37,2356,476,1231,499,2.965,"NEAR OCEAN"
9242,-122.33,37.57,20,2126,643,1112,597,3.625,"NEAR OCEAN"
9243,-120.24,39.35,8,4195,725,291,115,3.4792,"INLAND"
9244,-117.84,33.78,24,3817,787,1656,713,4.25,"<1H OCEAN"
9245,-117.42,34.1,18,3977,809,2231,742,4.1399,"INLAND"
9246,-118.12,33.77,10,7264,1137,2528,1057,10.2233,"NEAR OCEAN"
9247,-120.93,35.76,11,8997,1698,1825,756,3.23,"<1H OCEAN"
9248,-117.64,34.08,33,1987,455,1369,475,2.4464,"INLAND"
9249,-117.26,34.13,37,2403,550,1234,493,2,"INLAND"
9250,-119.01,35.32,23,4870,965,2717,928,2.596,"INLAND"
9251,-117.62,33.43,24,1296,384,850,367,2.7545,"NEAR OCEAN"
9252,-122.05,39.6,34,2051,342,958,322,2.8466,"INLAND"
9253,-116.91,32.81,22,4331,637,1952,654,5.4834,"<1H OCEAN"
9254,-122.27,37.88,52,3360,648,1232,621,4.2813,"NEAR BAY"
9255,-117.78,33.78,6,9792,1283,3744,1179,10.1714,"<1H OCEAN"
9256,-117.05,32.59,26,1919,345,1326,341,4.2679,"NEAR OCEAN"
9257,-122.28,37.87,52,589,132,288,131,3.5156,"NEAR BAY"
9258,-122.55,37.9,34,1431,224,503,220,7.9606,"NEAR BAY"
9259,-117.1,34.03,24,4144,826,2127,772,2.5172,"INLAND"
9260,-122.43,37.75,52,2721,581,1043,519,3.7545,"NEAR BAY"
9261,-118.43,34.03,36,1552,388,867,352,3.6467,"<1H OCEAN"
9262,-119.04,34.24,20,7794,1192,4169,1188,5.9316,"<1H OCEAN"
9263,-121.94,37.71,15,6473,1027,2484,970,5.0143,"<1H OCEAN"
9264,-117.99,33.73,17,5239,1045,2440,985,4.375,"<1H OCEAN"
9265,-120.99,37.64,50,683,189,459,195,1.8162,"INLAND"
9266,-122.07,37.33,13,2173,349,891,345,8.0158,"<1H OCEAN"
9267,-119.27,35.87,12,972,269,1134,286,1.63,"INLAND"
9268,-118.3,33.95,35,1182,305,977,283,1.5898,"<1H OCEAN"
9269,-117.01,32.72,12,2914,734,2104,703,2.3068,"NEAR OCEAN"
9270,-119.04,35.41,20,3268,833,1622,758,1.3587,"INLAND"
9271,-118.96,37.64,11,3934,697,901,345,4.2381,"INLAND"
9272,-118.37,34.06,52,2402,506,878,464,4.0217,"<1H OCEAN"
9273,-123.73,39.17,20,4620,1042,1745,794,2.375,"NEAR OCEAN"
9274,-118.22,34.19,36,2443,492,1115,493,3.9777,"<1H OCEAN"
9275,-117.02,32.69,7,6055,1004,3031,952,4.436,"NEAR OCEAN"
9276,-117.76,33.98,3,9662,1385,2497,856,6.7172,"<1H OCEAN"
9277,-118.37,33.92,44,938,181,502,171,4.4722,"<1H OCEAN"
9278,-117.96,33.87,27,890,289,416,200,3.141,"<1H OCEAN"
9279,-121.26,38.66,19,3170,444,1344,452,6.1183,"INLAND"
9280,-121.04,37.5,33,613,123,343,116,3.1875,"INLAND"
9281,-118.37,33.88,21,966,172,417,158,5.5335,"<1H OCEAN"
9282,-121.58,37.03,16,3120,685,2383,681,3.5551,"INLAND"
